,Decimal Latitude,Decimal Longitude,Catalog Number,Scientific Name,Family,Identified By,Collector,Collector Number,Event Date,Continent,Country,State/Province,County,Locality,Habitat,Collection Code,Institution Code,Modified,ID,Occurrence ID,Collection,Image Size,File Size,Record,Link to this Item,Manifest,Full citation,Geodetic Datum,In public portfolios,Species Header,Accepted Name,Collector and Date,Location,Notes,Type Status,Publication
0,42.2871300000,-83.7415580000,1307894,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,A.J. Pieters,s.n.,1892-08-04,North America,USA,Michigan,Washtenaw,Along M.C.R.R. Ann Arbor,Swamp,Angiosperms,MICH,2016-3-04,e15cf9c7-1605-44f4-bead-113b301d7544,e15cf9c7-1605-44f4-bead-113b301d7544,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,575 KB,1307894,"

https://quod.lib.umich.edu/h/herb00ic/x-1307894/mich-v-1307894

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307894:MICH-V-1307894

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307894/mich-v-1307894.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,43.2341800000,-86.2483900000,1307895,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,W.W. Hansen,s.n.,1927-08-22,North America,USA,Michigan,Muskegon,Near Muskegon,Swamp,Angiosperms,MICH,2016-3-04,5433a904-531b-4932-b4fa-2abb0e09dd4a,5433a904-531b-4932-b4fa-2abb0e09dd4a,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,760 KB,1307895,"

https://quod.lib.umich.edu/h/herb00ic/x-1307895/mich-v-1307895

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307895:MICH-V-1307895

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307895/mich-v-1307895.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",WGS84,,,,,,,,
0,43.6690820000,-83.9091210000,1307896,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,R.R. Dreisbach,7188,1933-08-27,North America,USA,Michigan,Bay,"Waterworks State park, Bay City",Sandy shore of Bay,Angiosperms,MICH,2016-3-04,b44254da-d11a-4863-a756-8751912d423e,b44254da-d11a-4863-a756-8751912d423e,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,506 KB,1307896,"

https://quod.lib.umich.edu/h/herb00ic/x-1307896/mich-v-1307896

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307896:MICH-V-1307896

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307896/mich-v-1307896.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.6486000000,-86.1054600000,1307897,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Calvin H. Kauffman,s.n.,1910-08-18,North America,USA,Michigan,Allegan,New Richmond,"Marshes, abundant",Angiosperms,MICH,2016-3-04,92340f3b-1f90-4596-8de6-af596a9d9eba,92340f3b-1f90-4596-8de6-af596a9d9eba,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,658 KB,1307897,"

https://quod.lib.umich.edu/h/herb00ic/x-1307897/mich-v-1307897

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307897:MICH-V-1307897

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307897/mich-v-1307897.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,48.0855500000,-88.7081300000,1307898,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Clair A. Brown,3540,1930-08-04,North America,USA,Michigan,Keweenaw,"Isle Royale, Along shore of Brady Cove, McCargoe Cove",,Angiosperms,MICH,2016-3-04,7d7e5e0a-3e58-428c-b57a-5bb64d57976f,7d7e5e0a-3e58-428c-b57a-5bb64d57976f,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,599 KB,1307898,"

https://quod.lib.umich.edu/h/herb00ic/x-1307898/mich-v-1307898

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307898:MICH-V-1307898

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307898/mich-v-1307898.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,43.9115000000,-83.3775000000,1307899,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Rogers McVaugh,12451,1951-08-10,North America,USA,Michigan,Huron,"N. side of Sand Point, ca. 5 miles SW of Caseville",Abundant in wet places back of beach,Angiosperms,MICH,2016-3-04,4693b2f7-1e22-4079-b464-b5f17db43049,4693b2f7-1e22-4079-b464-b5f17db43049,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,549 KB,1307899,"

https://quod.lib.umich.edu/h/herb00ic/x-1307899/mich-v-1307899

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307899:MICH-V-1307899

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307899/mich-v-1307899.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,,,1307900,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Russ Garlitz,2107,1987-07-17,North America,USA,Michigan,Montmorency,2 mi. N. of town of Hillman on E. side of Co. Rd. 451.  Hillman Twp.,Roadside ditch 1/4 mi. S. of Lake Avalon Rd.,Angiosperms,MICH,2016-3-04,53c18cb4-0973-43cd-b416-17333ac12679,53c18cb4-0973-43cd-b416-17333ac12679,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,636 KB,1307900,"

https://quod.lib.umich.edu/h/herb00ic/x-1307900/mich-v-1307900

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307900:MICH-V-1307900

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307900/mich-v-1307900.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,,,1307901,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Russ Garlitz,2078,1987-07-13,North America,USA,Michigan,Alpena,near R.R. corssing on N. side of town of Alpena.  Alpena Twp.,In highway ditch on E. side of US-23,Angiosperms,MICH,2016-3-04,0f6a78bf-cff0-4c75-bf52-9a2237679745,0f6a78bf-cff0-4c75-bf52-9a2237679745,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,527 KB,1307901,"

https://quod.lib.umich.edu/h/herb00ic/x-1307901/mich-v-1307901

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307901:MICH-V-1307901

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307901/mich-v-1307901.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.7051110000,-85.3376170000,1307902,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Edward G. Voss,13663,1971-07-17,North America,USA,Michigan,Luce,at NW end of Bodi Lake,locally abundant on damp shore,Angiosperms,MICH,2016-3-04,26b1aad1-57de-424d-b4bd-c63bf5f8e472,26b1aad1-57de-424d-b4bd-c63bf5f8e472,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,417 KB,1307902,"

https://quod.lib.umich.edu/h/herb00ic/x-1307902/mich-v-1307902

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307902:MICH-V-1307902

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307902/mich-v-1307902.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.9506460000,-85.6027750000,1307903,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Emma J. Cole,s.n.,1894-09-05,North America,USA,Michigan,Kent,"Reeds Lake, Grand Rapids, Mich.",,Angiosperms,MICH,2020-1-03,cdeaf2a9-defe-4974-bb01-44e831115389,cdeaf2a9-defe-4974-bb01-44e831115389,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,573 KB,1307903,"

https://quod.lib.umich.edu/h/herb00ic/x-1307903/mich-v-1307903

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307903:MICH-V-1307903

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307903/mich-v-1307903.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,44.7018530000,-86.1311350000,1307904,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,William R. Overlease,1075,1970-08-24,North America,USA,Michigan,Benzie,Rt. 22 hjst N of S. Platte River Road.,Roadside.,Angiosperms,MICH,2016-3-04,30f88f1e-c70d-41fe-b032-b5d5f547e8cc,30f88f1e-c70d-41fe-b032-b5d5f547e8cc,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,482 KB,1307904,"

https://quod.lib.umich.edu/h/herb00ic/x-1307904/mich-v-1307904

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307904:MICH-V-1307904

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307904/mich-v-1307904.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.3472130000,-82.9979180000,1307905,Phragmites australis subsp. australis,Poaceae,Anton A. Reznicek,Anton A. Reznicek,10327,1996-08-20,North America,USA,Michigan,Wayne,"Detroit, vacant space between Jefferson Avenue and Detroit River, just S of East Grand Blvd.","Seepy, weedy section of old field (mostly industrial fill) sloping down to River.",Angiosperms,MICH,2016-3-10,e8d635ee-eaf9-4cbf-8e7b-95296e167103,e8d635ee-eaf9-4cbf-8e7b-95296e167103,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,695 KB,1307905,"

https://quod.lib.umich.edu/h/herb00ic/x-1307905/mich-v-1307905

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307905:MICH-V-1307905

content_copy


","


""Phragmites australis subsp. australis"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307905/mich-v-1307905.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.3472130000,-82.9979180000,1307906,Phragmites australis subsp. australis,Poaceae,Anton A. Reznicek,Anton A. Reznicek,10326,1996-08-20,North America,USA,Michigan,Wayne,"Detroit, vacant space between Jefferson Avenue and Detroit River, just S of East Grand Blvd.","Seepy, weedy section of old field (mostly industrial fill) sloping down to River.",Angiosperms,MICH,2016-3-10,e36a7130-c4a2-491c-9b0e-cc910e80891d,e36a7130-c4a2-491c-9b0e-cc910e80891d,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,621 KB,1307906,"

https://quod.lib.umich.edu/h/herb00ic/x-1307906/mich-v-1307906

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307906:MICH-V-1307906

content_copy


","


""Phragmites australis subsp. australis"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307906/mich-v-1307906.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,43.6919200000,-85.3552700000,1307907,Phragmites australis subsp. australis,Poaceae,Anton A. Reznicek,Stephen Ross,821,2000-09-05,North America,USA,Michigan,Mecosta,"Colfax Twp.  Sec. 14 NE 1/4, T15N, R9W 16 Mi Rd at 130th Ave, about 75 feet west",Clump of 50 plus plants in standing water along roadside.,Angiosperms,MICH,2016-3-10,62db3b4a-e005-4ac5-ab4b-58b63625d865,62db3b4a-e005-4ac5-ab4b-58b63625d865,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,577 KB,1307907,"

https://quod.lib.umich.edu/h/herb00ic/x-1307907/mich-v-1307907

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307907:MICH-V-1307907

content_copy


","


""Phragmites australis subsp. australis"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307907/mich-v-1307907.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,,,1307908,Phragmites australis subsp. australis,Poaceae,Anton A. Reznicek,Don Henson,1105,1979-08-27,North America,USA,Michigan,Delta,Growing along U.S. 2 and Soo railroad.,,Angiosperms,MICH,2016-3-04,63b05ca8-5f08-4d04-acf4-da675f3f3b28,63b05ca8-5f08-4d04-acf4-da675f3f3b28,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,583 KB,1307908,"

https://quod.lib.umich.edu/h/herb00ic/x-1307908/mich-v-1307908

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307908:MICH-V-1307908

content_copy


","


""Phragmites australis subsp. australis"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307908/mich-v-1307908.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.2924700000,-85.3616700000,1307909,Phragmites australis subsp. australis,Poaceae,Anton A. Reznicek,Steven P. Grund,662,1994-09-14,North America,USA,Michigan,Kalamazoo,0.6 mi S of Territorial Rd. and 0.2 mi W of 42nd Rd. T2S R9W Sec. 16 NE1/4 SE1/4,"Inundated shrub swamp; seepy slope at edge of dry-mesic forest, full sun, wet muck. Abundant.",Angiosperms,MICH,2016-3-10,c76d1027-a79a-42f0-b2ae-f929e5149264,c76d1027-a79a-42f0-b2ae-f929e5149264,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,486 KB,1307909,"

https://quod.lib.umich.edu/h/herb00ic/x-1307909/mich-v-1307909

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307909:MICH-V-1307909

content_copy


","


""Phragmites australis subsp. australis"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307909/mich-v-1307909.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.0986500000,-83.8953000000,1308152,Calamagrostis canadensis,Poaceae,,Russ Garlitz,2114,1987-07-17,North America,USA,Michigan,Montmorency,"on E. side of Co. Rd. 451 2.3 mi. N. of town of Hillman. Hillman Twp. T31N, R4E, Sec. 12, NW1/4",In ditch with Phragmites australis,Angiosperms,MICH,2016-3-11,a046815c-246a-42c8-aabc-107687847807,a046815c-246a-42c8-aabc-107687847807,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,444 KB,1308152,"

https://quod.lib.umich.edu/h/herb00ic/x-1308152/mich-v-1308152

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1308152:MICH-V-1308152

content_copy


","


""Calamagrostis canadensis"". 
https://quod.lib.umich.edu/h/herb00ic/x-1308152/mich-v-1308152.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,43.2729200000,-86.1779600000,1311180,Parthenocissus inserta,Vitaceae,Anton A. Reznicek,Timothy L. Walters,11495,2007-06-29,North America,USA,Michigan,Muskegon,Just west of the north-bound lane of US Hwy 31 and 0.51 mile south of the North Channel of Cedar Creek.  SE 1/4 of SE1/4 of Sec 9.    GPS location +/- 3',"Slope of edge of emergent/shrubby wetland along roadside along wide powerline corridor. Elev. 600'.   Associates: Phragmites australis americanus, Parthenocissus inserta, Thalictrum, Lonicera morrowii, Amphicarpa.",Angiosperms,MICH,2016-3-04,bdcee895-793a-4981-aac6-fe1e900405e3,bdcee895-793a-4981-aac6-fe1e900405e3,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,681 KB,1311180,"

https://quod.lib.umich.edu/h/herb00ic/x-1311180/mich-v-1311180

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1311180:MICH-V-1311180

content_copy


","


""Parthenocissus inserta"". 
https://quod.lib.umich.edu/h/herb00ic/x-1311180/mich-v-1311180.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",WGS84,,,,,,,,
0,42.0989800000,-83.2621600000,1323220,Carex hyalinolepis,Cyperaceae,,William W. Brodovich,995,1992-05-15,North America,USA,Michigan,Wayne,City of Flat Rock  T:04S R:10E S:33 Sub-S: SW1/4  Ca. 15 meters west of Hill Road and 180 meters north of Gibraltar Road,"Wet edge of hedgerow, in clay loam  Associates: Juncus effusus; Phragmites australis; Fraxinus pensylvanica saplings",Angiosperms,MICH,2016-3-07,ba677594-46e9-441d-a795-0d8b4807353d,ba677594-46e9-441d-a795-0d8b4807353d,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,492 KB,1323220,"

https://quod.lib.umich.edu/h/herb00ic/x-1323220/mich-v-1323220

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1323220:MICH-V-1323220

content_copy


","


""Carex hyalinolepis"". 
https://quod.lib.umich.edu/h/herb00ic/x-1323220/mich-v-1323220.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.0949000000,-83.4536000000,1332629,Symphyotrichum praealtum,Asteraceae,,Beverly S. Walters,1039,2007-10-13,North America,USA,Michigan,Wayne,Crosswinds Marsh 0.3 mi E of Martinsville Rd.,Sandy edge of shallow marsh dominated by Phragmites australis.,Angiosperms,MICH,2019-3-12,9edca229-f737-4e00-94b1-a60ebaf9f9be,9edca229-f737-4e00-94b1-a60ebaf9f9be,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,1 MB,1332629,"

https://quod.lib.umich.edu/h/herb00ic/x-1332629/mich-v-1332629

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1332629:MICH-V-1332629

content_copy


","


""Symphyotrichum praealtum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1332629/mich-v-1332629.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,43.7045810000,-83.4900740000,1332712,Hordeum jubatum,Poaceae,,Beverly S. Walters,1043,2008-07-12,North America,USA,Michigan,Tuscola,"E side of Saginaw Bay, just NE of the dead end of Berger Rd..","Disturbed lakeplain prairie remnant at the edge of Phragmites australis marsh.  With Asclepias incarnata, Carex viridula, Centaurium pulchellum, Dichanthelium lindheimeri.",Angiosperms,MICH,2016-3-05,a459e52c-51a2-4f53-ba1e-d563b837e4aa,a459e52c-51a2-4f53-ba1e-d563b837e4aa,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,477 KB,1332712,"

https://quod.lib.umich.edu/h/herb00ic/x-1332712/mich-v-1332712

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1332712:MICH-V-1332712

content_copy


","


""Hordeum jubatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1332712/mich-v-1332712.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,43.7045810000,-83.4900740000,1332713,Carex viridula,Cyperaceae,,Beverly S. Walters,1044,2008-07-12,North America,USA,Michigan,Tuscola,"E side of Saginaw Bay, just NE of the dead end of Berger Rd.","Moist sand in disturbed lakeplain prairie remnant at the edge of Phragmites australis marsh.  With Asclepias incarnata, Hordeum jubatum, Centaurium pulchellum, Dichanthelium lindheimeri.",Angiosperms,MICH,2016-3-05,cbe174c9-b603-431c-b16a-172b53cb4daf,cbe174c9-b603-431c-b16a-172b53cb4daf,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,631 KB,1332713,"

https://quod.lib.umich.edu/h/herb00ic/x-1332713/mich-v-1332713

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1332713:MICH-V-1332713

content_copy


","


""Carex viridula"". 
https://quod.lib.umich.edu/h/herb00ic/x-1332713/mich-v-1332713.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,43.7045810000,-83.4900740000,1332714,Centaurium pulchellum,Gentianaceae,,Beverly S. Walters,1045,2008-07-12,North America,USA,Michigan,Tuscola,"E side of Saginaw Bay, just NE of the dead end of Berger Rd.","Moist sand in disturbed lakeplain prairie remnant at the edge of Phragmites australis marsh.  With Asclepias incarnata, Hordeum jubatum, Carex viridula, Dichanthelium lindheimeri.",Angiosperms,MICH,2016-3-05,65bd8cac-258e-4392-b28a-d8ef5d671807,65bd8cac-258e-4392-b28a-d8ef5d671807,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,333 KB,1332714,"

https://quod.lib.umich.edu/h/herb00ic/x-1332714/mich-v-1332714

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1332714:MICH-V-1332714

content_copy


","


""Centaurium pulchellum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1332714/mich-v-1332714.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
